id,cost_item,cost_num,prize_id,quota,start_time,end_time
1,512,800,4213,1,2020-03-18 00:00:00,2020-04-24 10:00:00
2,512,200,4214,1,2020-03-18 00:00:00,2020-04-24 10:00:00
3,512,80,4215,1,2020-03-18 00:00:00,2020-04-24 10:00:00
4,512,80,4216,1,2020-03-18 00:00:00,2020-04-24 10:00:00
5,512,15,4204,20,2020-03-18 00:00:00,2020-04-24 10:00:00
6,512,25,4205,20,2020-03-18 00:00:00,2020-04-24 10:00:00
7,512,50,4206,50,2020-03-18 00:00:00,2020-04-24 10:00:00
8,512,60,4207,30,2020-03-18 00:00:00,2020-04-24 10:00:00
9,512,75,4208,10,2020-03-18 00:00:00,2020-04-24 10:00:00
10,512,20,4209,1,2020-03-18 00:00:00,2020-04-24 10:00:00
11,512,10,4217,1,2020-03-18 00:00:00,2020-04-24 10:00:00
12,512,5,4218,1,2020-03-18 00:00:00,2020-04-24 10:00:00
13,512,1,4212,200,2020-03-18 00:00:00,2020-04-24 10:00:00
14,513,5000,4214,1,2020-03-18 00:00:00,2020-04-24 10:00:00
15,513,2000,4215,1,2020-03-18 00:00:00,2020-04-24 10:00:00
16,513,2000,4216,1,2020-03-18 00:00:00,2020-04-24 10:00:00
17,513,2000,4219,1,2020-03-18 00:00:00,2020-04-24 10:00:00
18,513,375,4204,20,2020-03-18 00:00:00,2020-04-24 10:00:00
19,513,625,4205,20,2020-03-18 00:00:00,2020-04-24 10:00:00
20,513,1250,4206,50,2020-03-18 00:00:00,2020-04-24 10:00:00
21,513,1500,4207,30,2020-03-18 00:00:00,2020-04-24 10:00:00
22,513,1850,4208,10,2020-03-18 00:00:00,2020-04-24 10:00:00
23,513,500,4209,1,2020-03-18 00:00:00,2020-04-24 10:00:00
24,513,250,4217,1,2020-03-18 00:00:00,2020-04-24 10:00:00
25,513,125,4218,1,2020-03-18 00:00:00,2020-04-24 10:00:00
26,513,25,4212,200,2020-03-18 00:00:00,2020-04-24 10:00:00
27,512,800,4201,1,2020-04-20 10:00:00,2020-05-22 10:00:00
28,512,200,4202,1,2020-04-20 10:00:00,2020-05-22 10:00:00
29,512,80,4219,1,2020-04-20 10:00:00,2020-05-22 10:00:00
30,512,80,4203,1,2020-04-20 10:00:00,2020-05-22 10:00:00
31,512,15,4204,20,2020-04-20 10:00:00,2020-05-22 10:00:00
32,512,25,4205,20,2020-04-20 10:00:00,2020-05-22 10:00:00
33,512,50,4206,50,2020-04-20 10:00:00,2020-05-22 10:00:00
34,512,60,4207,30,2020-04-20 10:00:00,2020-05-22 10:00:00
35,512,75,4208,10,2020-04-20 10:00:00,2020-05-22 10:00:00
36,512,20,4220,1,2020-04-20 10:00:00,2020-05-22 10:00:00
37,512,10,4210,1,2020-04-20 10:00:00,2020-05-22 10:00:00
38,512,5,4221,1,2020-04-20 10:00:00,2020-05-22 10:00:00
39,512,1,4212,200,2020-04-20 10:00:00,2020-05-22 10:00:00
40,513,5000,4202,1,2020-04-20 10:00:00,2020-05-22 10:00:00
41,513,2000,4219,1,2020-04-20 10:00:00,2020-05-22 10:00:00
42,513,2000,4203,1,2020-04-20 10:00:00,2020-05-22 10:00:00
43,513,2000,4216,1,2020-04-20 10:00:00,2020-05-22 10:00:00
44,513,375,4204,20,2020-04-20 10:00:00,2020-05-22 10:00:00
45,513,625,4205,20,2020-04-20 10:00:00,2020-05-22 10:00:00
46,513,1250,4206,50,2020-04-20 10:00:00,2020-05-22 10:00:00
47,513,1500,4207,30,2020-04-20 10:00:00,2020-05-22 10:00:00
48,513,1850,4208,10,2020-04-20 10:00:00,2020-05-22 10:00:00
49,513,500,4220,1,2020-04-20 10:00:00,2020-05-22 10:00:00
50,513,250,4210,1,2020-04-20 10:00:00,2020-05-22 10:00:00
51,513,125,4221,1,2020-04-20 10:00:00,2020-05-22 10:00:00
52,513,25,4212,200,2020-04-20 10:00:00,2020-05-22 10:00:00
53,512,800,4222,1,2020-05-22 10:00:00,2020-06-19 10:00:00
54,512,200,4223,1,2020-05-22 10:00:00,2020-06-19 10:00:00
55,512,80,4216,1,2020-05-22 10:00:00,2020-06-19 10:00:00
56,512,80,4224,1,2020-05-22 10:00:00,2020-06-19 10:00:00
57,512,15,4204,20,2020-05-22 10:00:00,2020-06-19 10:00:00
58,512,25,4205,20,2020-05-22 10:00:00,2020-06-19 10:00:00
59,512,50,4206,50,2020-05-22 10:00:00,2020-06-19 10:00:00
60,512,60,4207,30,2020-05-22 10:00:00,2020-06-19 10:00:00
61,512,75,4208,10,2020-05-22 10:00:00,2020-06-19 10:00:00
62,512,20,4225,1,2020-05-22 10:00:00,2020-06-19 10:00:00
63,512,10,4226,1,2020-05-22 10:00:00,2020-06-19 10:00:00
64,512,5,4211,1,2020-05-22 10:00:00,2020-06-19 10:00:00
65,512,1,4212,200,2020-05-22 10:00:00,2020-06-19 10:00:00
66,513,5000,4223,1,2020-05-22 10:00:00,2020-06-19 10:00:00
67,513,2000,4216,1,2020-05-22 10:00:00,2020-06-19 10:00:00
68,513,2000,4224,1,2020-05-22 10:00:00,2020-06-19 10:00:00
69,513,2000,4203,1,2020-05-22 10:00:00,2020-06-19 10:00:00
70,513,375,4204,20,2020-05-22 10:00:00,2020-06-19 10:00:00
71,513,625,4205,20,2020-05-22 10:00:00,2020-06-19 10:00:00
72,513,1250,4206,50,2020-05-22 10:00:00,2020-06-19 10:00:00
73,513,1500,4207,30,2020-05-22 10:00:00,2020-06-19 10:00:00
74,513,1850,4208,10,2020-05-22 10:00:00,2020-06-19 10:00:00
75,513,500,4225,1,2020-05-22 10:00:00,2020-06-19 10:00:00
76,513,250,4226,1,2020-05-22 10:00:00,2020-06-19 10:00:00
77,513,125,4211,1,2020-05-22 10:00:00,2020-06-19 10:00:00
78,513,25,4212,200,2020-05-22 10:00:00,2020-06-19 10:00:00
79,512,800,4227,1,2020-06-19 10:10:00,2020-07-17 10:00:00
80,512,200,4228,1,2020-06-19 10:10:00,2020-07-17 10:00:00
81,512,80,4203,1,2020-06-19 10:10:00,2020-07-17 10:00:00
82,512,80,4229,1,2020-06-19 10:10:00,2020-07-17 10:00:00
83,512,15,4204,20,2020-06-19 10:10:00,2020-07-17 10:00:00
84,512,25,4205,20,2020-06-19 10:10:00,2020-07-17 10:00:00
85,512,50,4206,50,2020-06-19 10:10:00,2020-07-17 10:00:00
86,512,60,4207,30,2020-06-19 10:10:00,2020-07-17 10:00:00
87,512,75,4208,10,2020-06-19 10:10:00,2020-07-17 10:00:00
88,512,20,4230,1,2020-06-19 10:10:00,2020-07-17 10:00:00
89,512,10,4231,1,2020-06-19 10:10:00,2020-07-17 10:00:00
90,512,5,4232,1,2020-06-19 10:10:00,2020-07-17 10:00:00
91,512,1,4212,200,2020-06-19 10:10:00,2020-07-17 10:00:00
92,513,5000,4228,1,2020-06-19 10:10:00,2020-07-17 10:00:00
93,513,2000,4203,1,2020-06-19 10:10:00,2020-07-17 10:00:00
94,513,2000,4229,1,2020-06-19 10:10:00,2020-07-17 10:00:00
95,513,2000,4224,1,2020-06-19 10:10:00,2020-07-17 10:00:00
96,513,375,4204,20,2020-06-19 10:10:00,2020-07-17 10:00:00
97,513,625,4205,20,2020-06-19 10:10:00,2020-07-17 10:00:00
98,513,1250,4206,50,2020-06-19 10:10:00,2020-07-17 10:00:00
99,513,1500,4207,30,2020-06-19 10:10:00,2020-07-17 10:00:00
100,513,1850,4208,10,2020-06-19 10:10:00,2020-07-17 10:00:00
101,513,500,4230,1,2020-06-19 10:10:00,2020-07-17 10:00:00
102,513,250,4231,1,2020-06-19 10:10:00,2020-07-17 10:00:00
103,513,125,4232,1,2020-06-19 10:10:00,2020-07-17 10:00:00
104,513,25,4212,200,2020-06-19 10:10:00,2020-07-17 10:00:00
105,512,800,4233,1,2020-07-17 10:00:00,2020-08-14 10:00:00
106,512,200,4234,1,2020-07-17 10:00:00,2020-08-14 10:00:00
107,512,80,4224,1,2020-07-17 10:00:00,2020-08-14 10:00:00
108,512,80,4235,1,2020-07-17 10:00:00,2020-08-14 10:00:00
109,512,15,4204,20,2020-07-17 10:00:00,2020-08-14 10:00:00
110,512,25,4205,20,2020-07-17 10:00:00,2020-08-14 10:00:00
111,512,50,4206,50,2020-07-17 10:00:00,2020-08-14 10:00:00
112,512,60,4207,30,2020-07-17 10:00:00,2020-08-14 10:00:00
113,512,75,4208,10,2020-07-17 10:00:00,2020-08-14 10:00:00
114,512,20,4236,1,2020-07-17 10:00:00,2020-08-14 10:00:00
115,512,10,4237,1,2020-07-17 10:00:00,2020-08-14 10:00:00
116,512,5,4238,1,2020-07-17 10:00:00,2020-08-14 10:00:00
117,512,1,4212,200,2020-07-17 10:00:00,2020-08-14 10:00:00
118,513,5000,4234,1,2020-07-17 10:00:00,2020-08-14 10:00:00
119,513,2000,4224,1,2020-07-17 10:00:00,2020-08-14 10:00:00
120,513,2000,4235,1,2020-07-17 10:00:00,2020-08-14 10:00:00
121,513,2000,4229,1,2020-07-17 10:00:00,2020-08-14 10:00:00
122,513,375,4204,20,2020-07-17 10:00:00,2020-08-14 10:00:00
123,513,625,4205,20,2020-07-17 10:00:00,2020-08-14 10:00:00
124,513,1250,4206,50,2020-07-17 10:00:00,2020-08-14 10:00:00
125,513,1500,4207,30,2020-07-17 10:00:00,2020-08-14 10:00:00
126,513,1850,4208,10,2020-07-17 10:00:00,2020-08-14 10:00:00
127,513,500,4236,1,2020-07-17 10:00:00,2020-08-14 10:00:00
128,513,250,4237,1,2020-07-17 10:00:00,2020-08-14 10:00:00
129,513,125,4238,1,2020-07-17 10:00:00,2020-08-14 10:00:00
130,513,25,4212,200,2020-07-17 10:00:00,2020-08-14 10:00:00
131,512,800,4239,1,2020-08-14 10:10:00,2020-09-11 10:00:00
132,512,200,4240,1,2020-08-14 10:10:00,2020-09-11 10:00:00
133,512,80,4229,1,2020-08-14 10:10:00,2020-09-11 10:00:00
134,512,80,4241,1,2020-08-14 10:10:00,2020-09-11 10:00:00
135,512,15,4204,20,2020-08-14 10:10:00,2020-09-11 10:00:00
136,512,25,4205,20,2020-08-14 10:10:00,2020-09-11 10:00:00
137,512,50,4206,50,2020-08-14 10:10:00,2020-09-11 10:00:00
138,512,60,4207,30,2020-08-14 10:10:00,2020-09-11 10:00:00
139,512,75,4208,10,2020-08-14 10:10:00,2020-09-11 10:00:00
140,512,20,4242,1,2020-08-14 10:10:00,2020-09-11 10:00:00
141,512,10,4243,1,2020-08-14 10:10:00,2020-09-11 10:00:00
142,512,5,4244,1,2020-08-14 10:10:00,2020-09-11 10:00:00
143,512,1,4212,200,2020-08-14 10:10:00,2020-09-11 10:00:00
144,513,5000,4240,1,2020-08-14 10:10:00,2020-09-11 10:00:00
145,513,2000,4229,1,2020-08-14 10:10:00,2020-09-11 10:00:00
146,513,2000,4241,1,2020-08-14 10:10:00,2020-09-11 10:00:00
147,513,2000,4235,1,2020-08-14 10:10:00,2020-09-11 10:00:00
148,513,375,4204,20,2020-08-14 10:10:00,2020-09-11 10:00:00
149,513,625,4205,20,2020-08-14 10:10:00,2020-09-11 10:00:00
150,513,1250,4206,50,2020-08-14 10:10:00,2020-09-11 10:00:00
151,513,1500,4207,30,2020-08-14 10:10:00,2020-09-11 10:00:00
152,513,1850,4208,10,2020-08-14 10:10:00,2020-09-11 10:00:00
153,513,500,4242,1,2020-08-14 10:10:00,2020-09-11 10:00:00
154,513,250,4243,1,2020-08-14 10:10:00,2020-09-11 10:00:00
155,513,125,4244,1,2020-08-14 10:10:00,2020-09-11 10:00:00
156,513,25,4212,200,2020-08-14 10:10:00,2020-09-11 10:00:00
157,512,800,4245,1,2020-09-11 10:00:00,2020-10-10 10:00:00
158,512,200,4246,1,2020-09-11 10:00:00,2020-10-10 10:00:00
159,512,80,4235,1,2020-09-11 10:00:00,2020-10-10 10:00:00
160,512,80,4247,1,2020-09-11 10:00:00,2020-10-10 10:00:00
161,512,15,4204,20,2020-09-11 10:00:00,2020-10-10 10:00:00
162,512,25,4205,20,2020-09-11 10:00:00,2020-10-10 10:00:00
163,512,50,4206,50,2020-09-11 10:00:00,2020-10-10 10:00:00
164,512,60,4207,30,2020-09-11 10:00:00,2020-10-10 10:00:00
165,512,75,4208,10,2020-09-11 10:00:00,2020-10-10 10:00:00
166,512,20,4248,1,2020-09-11 10:00:00,2020-10-10 10:00:00
167,512,10,4249,1,2020-09-11 10:00:00,2020-10-10 10:00:00
168,512,5,4250,1,2020-09-11 10:00:00,2020-10-10 10:00:00
169,512,1,4212,200,2020-09-11 10:00:00,2020-10-10 10:00:00
170,513,5000,4246,1,2020-09-11 10:00:00,2020-10-10 10:00:00
171,513,2000,4235,1,2020-09-11 10:00:00,2020-10-10 10:00:00
172,513,2000,4247,1,2020-09-11 10:00:00,2020-10-10 10:00:00
173,513,2000,4241,1,2020-09-11 10:00:00,2020-10-10 10:00:00
174,513,375,4204,20,2020-09-11 10:00:00,2020-10-10 10:00:00
175,513,625,4205,20,2020-09-11 10:00:00,2020-10-10 10:00:00
176,513,1250,4206,50,2020-09-11 10:00:00,2020-10-10 10:00:00
177,513,1500,4207,30,2020-09-11 10:00:00,2020-10-10 10:00:00
178,513,1850,4208,10,2020-09-11 10:00:00,2020-10-10 10:00:00
179,513,500,4248,1,2020-09-11 10:00:00,2020-10-10 10:00:00
180,513,250,4249,1,2020-09-11 10:00:00,2020-10-10 10:00:00
181,513,125,4250,1,2020-09-11 10:00:00,2020-10-10 10:00:00
182,513,25,4212,200,2020-09-11 10:00:00,2020-10-10 10:00:00
183,512,800,4251,1,2020-10-10 10:10:00,2020-11-06 10:00:00
184,512,200,4252,1,2020-10-10 10:10:00,2020-11-06 10:00:00
185,512,80,4241,1,2020-10-10 10:10:00,2020-11-06 10:00:00
186,512,80,4215,1,2020-10-10 10:10:00,2020-11-06 10:00:00
187,512,15,4204,20,2020-10-10 10:10:00,2020-11-06 10:00:00
188,512,25,4205,20,2020-10-10 10:10:00,2020-11-06 10:00:00
189,512,50,4206,50,2020-10-10 10:10:00,2020-11-06 10:00:00
190,512,60,4207,30,2020-10-10 10:10:00,2020-11-06 10:00:00
191,512,75,4208,10,2020-10-10 10:10:00,2020-11-06 10:00:00
192,512,20,4253,1,2020-10-10 10:10:00,2020-11-06 10:00:00
193,512,10,4254,1,2020-10-10 10:10:00,2020-11-06 10:00:00
194,512,5,4255,1,2020-10-10 10:10:00,2020-11-06 10:00:00
195,512,1,4212,200,2020-10-10 10:10:00,2020-11-06 10:00:00
196,513,5000,4252,1,2020-10-10 10:10:00,2020-11-06 10:00:00
197,513,2000,4241,1,2020-10-10 10:10:00,2020-11-06 10:00:00
198,513,2000,4215,1,2020-10-10 10:10:00,2020-11-06 10:00:00
199,513,2000,4247,1,2020-10-10 10:10:00,2020-11-06 10:00:00
200,513,375,4204,20,2020-10-10 10:10:00,2020-11-06 10:00:00
201,513,625,4205,20,2020-10-10 10:10:00,2020-11-06 10:00:00
202,513,1250,4206,50,2020-10-10 10:10:00,2020-11-06 10:00:00
203,513,1500,4207,30,2020-10-10 10:10:00,2020-11-06 10:00:00
204,513,1850,4208,10,2020-10-10 10:10:00,2020-11-06 10:00:00
205,513,500,4253,1,2020-10-10 10:10:00,2020-11-06 10:00:00
206,513,250,4254,1,2020-10-10 10:10:00,2020-11-06 10:00:00
207,513,125,4255,1,2020-10-10 10:10:00,2020-11-06 10:00:00
208,513,25,4212,200,2020-10-10 10:10:00,2020-11-06 10:00:00
209,512,800,4256,1,2020-11-06 10:10:00,2020-12-04 10:00:00
210,512,200,4257,1,2020-11-06 10:10:00,2020-12-04 10:00:00
211,512,80,4247,1,2020-11-06 10:10:00,2020-12-04 10:00:00
212,512,80,4219,1,2020-11-06 10:10:00,2020-12-04 10:00:00
213,512,15,4204,20,2020-11-06 10:10:00,2020-12-04 10:00:00
214,512,25,4205,20,2020-11-06 10:10:00,2020-12-04 10:00:00
215,512,50,4206,50,2020-11-06 10:10:00,2020-12-04 10:00:00
216,512,60,4207,30,2020-11-06 10:10:00,2020-12-04 10:00:00
217,512,75,4208,10,2020-11-06 10:10:00,2020-12-04 10:00:00
218,512,20,4258,1,2020-11-06 10:10:00,2020-12-04 10:00:00
219,512,10,4259,1,2020-11-06 10:10:00,2020-12-04 10:00:00
220,512,5,4260,1,2020-11-06 10:10:00,2020-12-04 10:00:00
221,512,1,4212,200,2020-11-06 10:10:00,2020-12-04 10:00:00
222,513,5000,4257,1,2020-11-06 10:10:00,2020-12-04 10:00:00
223,513,2000,4247,1,2020-11-06 10:10:00,2020-12-04 10:00:00
