id,package_id,content_type,prize_id
1,945,10,140006
2,945,10,140007
3,945,10,140008
4,945,10,140009
5,945,10,140010
6,945,10,140011
7,945,10,140012
8,945,10,140014
9,945,10,140015
10,946,101,140017
11,946,101,140018
12,946,101,140019
13,946,101,140020
14,946,101,140021
15,946,101,140022
16,946,101,140023
17,946,101,140024
18,1005,101,140025
19,1005,101,140026
20,1005,101,140027
21,1005,101,140028
22,1005,101,140029
23,1005,101,140030
24,1005,101,140031
25,1005,101,140032
26,1017,101,140033
27,1017,101,140034
28,1017,101,140035
29,1017,101,140036
30,1017,101,140037
31,1017,101,140038
32,1017,101,140039
33,1017,101,140040
34,1032,101,140041
35,1032,101,140042
36,1032,101,140043
37,1032,101,140044
38,1032,101,140045
39,1032,101,140046
40,1032,101,140047
41,1032,101,140048
42,1042,101,140049
43,1042,101,140050
44,1042,101,140051
45,1042,101,140052
46,1042,101,140053
47,1042,101,140054
48,1042,101,140055
49,1042,101,140056
50,1055,102,1724
51,1055,102,1725
52,1055,102,1726
53,1055,102,1727
54,1055,102,1728
55,1055,102,1729
56,1055,102,1730
57,1055,102,1731
58,1055,102,1732
59,1055,102,1733
60,1055,102,1734
61,1055,102,1735
62,1055,102,1736
63,1055,102,1737
64,1055,102,1738
65,1055,102,1739
66,1055,102,1740
67,1055,102,1741
68,1055,102,1742
69,1055,102,1743
70,1055,102,1744
71,1055,102,1745
72,1055,102,1746
73,1055,102,1747
74,1055,102,1748
75,1055,102,1749
76,1055,102,1750
77,1055,102,1751
78,1055,102,1752
79,1055,102,1753
80,1055,102,1754
81,1055,102,1755
82,1055,102,1756
83,1055,102,1757
84,1055,102,1758
85,1055,102,1759
86,1055,102,1760
87,1055,102,1761
88,1055,102,1762
89,1055,102,1763
90,1055,102,1764
91,1055,102,1765
92,1055,102,1766
93,1055,102,1767
94,1055,102,1768
95,1055,102,1769
96,1055,102,1770
97,1055,102,1771
98,1055,102,1772
99,1055,102,1773
100,1055,102,1774
101,1055,102,1775
102,1055,102,1776
103,1055,102,1777
104,1055,102,1778
105,1055,102,1779
106,1055,102,1780
107,1055,102,1781
108,1055,102,1782
109,1055,102,1783
110,1055,102,1784
111,1055,102,1785
112,1055,102,1786
113,1055,102,1787
114,1055,102,1788
115,1055,102,1789
116,1055,102,1790
117,1055,102,1791
118,1055,102,1792
119,1055,102,1793
120,1055,102,1794
121,1055,102,1795
122,1055,102,1796
123,1055,102,1797
124,1055,102,1798
125,1055,102,1799
126,1055,102,1800
127,1055,102,1801
128,1055,102,1802
129,1055,102,1803
130,1055,102,1804
131,1055,102,1805
132,1055,102,1806
133,1055,102,1807
134,1055,102,1808
135,1055,102,1809
136,1055,102,1810
137,1055,102,1811
138,1055,102,1812
139,1055,102,1813
140,1055,102,1814
141,1055,102,1815
142,1055,102,1816
143,1055,102,1817
144,1055,102,1818
145,1055,102,1819
146,1055,102,1820
147,1055,102,1821
148,1055,102,1822
149,1055,102,1823
150,1055,102,1824
151,1055,102,1825
152,1055,102,1826
153,1055,102,1827
154,1055,102,1828
155,1055,102,1829
156,1055,102,1830
157,1055,102,1831
158,1055,102,1832
159,1055,102,1833
160,1055,102,1834
161,1055,102,1835
162,1055,102,1836
163,1055,102,1837
164,1055,102,1838
165,1055,102,1839
166,1055,102,1840
167,1055,102,1841
168,1055,102,1842
169,1055,102,1843
170,1055,102,1844
171,1055,102,1845
172,1055,102,1846
173,1055,102,1847
174,1055,102,1848
175,1055,102,1849
176,1055,102,1850
177,1055,102,1851
178,1055,102,1852
179,1055,102,1853
180,1055,102,1854
181,1055,102,1855
182,1055,102,1856
183,1055,102,1857
184,1055,102,1858
185,1055,102,1859
186,1055,102,1860
187,1055,102,1861
188,1055,102,1862
189,1055,102,1863
190,1055,102,1864
191,1055,102,1865
192,1055,102,1866
193,1055,102,1867
194,1055,102,1868
195,1055,102,1869
196,1055,102,1870
197,1055,102,1871
198,1055,102,1872
199,1055,102,1873
200,1055,102,1874
201,1055,102,1875
202,1055,102,1876
203,1055,102,1877
204,1055,102,1878
205,1055,102,1879
206,1055,102,1880
207,1055,102,1881
208,1055,102,1882
209,1055,102,1883
210,1055,102,1884
211,1055,102,1885
212,1055,102,1886
213,1055,102,1887
214,1055,102,1888
215,1055,102,1889
216,1055,102,1890
217,1055,102,1891
218,1055,102,1892
219,1055,102,1893
220,1056,102,7101
