id,type,child_ids,title,sub_title,code,content,function_control_id,goto_page
100,1,101|102|103|104|105|106|107|108|109,tutorial_manual-10000100,tutorial_manual-20000100,manual_base,,0,0
101,2,,tutorial_manual-10000101,tutorial_manual-20000101,,c3ff31b6086fad89_draw_200820008.jpg|59182e1fad91d6a3_draw_200820009.jpg,0,0
102,2,,tutorial_manual-10000102,tutorial_manual-20000102,,857403d36674e905_draw_220908033.jpg|77dfba7fca3cb8dc_draw_220908034.jpg|3eed9c4c7cbe4c46_draw_220908035.jpg|32fada0369ef0536_draw_220908036.jpg|24cdbef9d03df758_draw_220908037.jpg,0,0
103,2,,tutorial_manual-10000103,tutorial_manual-20000103,,8b997c928d1ca26d_draw_200820007.jpg,0,252
104,2,,tutorial_manual-10000104,tutorial_manual-20000104,,ce011ad5c57815c7_draw_200820017.jpg|924e68750c77b1b0_draw_200820018.jpg,0,2
105,2,,tutorial_manual-10000105,tutorial_manual-20000105,,427fbd9996dab9e9_draw_220908032.jpg,0,257
106,2,,tutorial_manual-10000106,tutorial_manual-20000106,,da8819e70e269688_draw_200820011.jpg|2390ca1ceae48020_draw_200820010.jpg,0,253
107,2,,tutorial_manual-10000107,tutorial_manual-20000107,,8ee5192a1a115897_draw_220908017.jpg|c83bea9c749cad65_draw_220908018.jpg|c1b30bee9eb100a7_draw_200820014.jpg|8cbe57b5dd5e544d_draw_220908031.jpg|604ebc415e730d28_draw_200820013.jpg,0,254
108,2,,tutorial_manual-10000108,tutorial_manual-20000108,,99ffa8a63cbc00ac_draw_200820019.jpg,0,255
109,2,,tutorial_manual-10000109,tutorial_manual-20000109,,ae249cc50e798ff1_draw_200820021.jpg|52b67c7636251958_draw_200820020.jpg|91fb5e7f5228f2df_draw_200820022.jpg|794ee4ba04f4802a_draw_200820023.jpg,0,256
200,1,201|202|203|204|205|206|207|208|209|210|211|212,tutorial_manual-10000200,tutorial_manual-20000200,manual_develop,,0,0
201,2,,tutorial_manual-10000201,tutorial_manual-20000201,,14e8482d153bc849_draw_200820097.jpg|da2d156ed81b7e5f_draw_200820098.jpg|8391926099f5e04c_draw_200820099.jpg,0,0
202,2,,tutorial_manual-10000202,tutorial_manual-20000202,,a56fdd538569b10c_draw_200820093.jpg|65c19c5d649a6872_draw_200820094.jpg|200062292c6c32fa_draw_200820092.jpg|1a826bec7461397f_draw_200820095.jpg|206a3cd531354463_draw_200820096.jpg,0,25
