item_id,type,poster,multi_num,prize_id,drop_package_id,due_time,due_prize_id,present_info,function
1500009,1,,0,140001,0,2023-01-16 00:00:00,140016,present-11500009,0
1500010,1,,0,140002,0,2023-01-16 00:00:00,140016,present-11500010,0
1500011,1,,0,140003,0,2023-02-19 23:59:59,140016,present-11500011,0
1500012,1,,0,140004,0,2023-03-26 23:59:59,140016,present-11500012,0
1500013,2,,0,0,946,2023-01-16 00:00:00,140016,present-11500013,0
1500014,2,,0,0,945,2023-01-16 00:00:00,140016,present-11500014,0
1500015,2,,0,0,1005,2023-02-19 23:59:59,140016,present-11500015,0
1500016,2,,0,0,945,2023-02-19 23:59:59,140016,present-11500016,0
1500017,1,,0,140001,0,2023-02-19 23:59:59,140016,present-11500017,0
1500018,1,,0,140001,0,2023-03-26 23:59:59,140016,present-11500018,0
1500019,2,,0,0,1017,2023-03-26 23:59:59,140016,present-11500019,0
1500020,2,,0,0,945,2023-03-26 23:59:59,140016,present-11500020,0
1500021,1,,0,30044,0,,0,present-11500021,0
1500022,1,,0,30045,0,,0,present-11500022,0
1500023,1,PackageImage_rank4,0,1652,0,2023-02-07 23:59:59,1654,present-11500023,0
1500024,1,PackageImage_rank4,0,1656,0,2023-02-07 23:59:59,1654,present-11500024,0
1500025,1,PackageImage_rank4,0,1657,0,2023-02-07 23:59:59,1654,present-11500025,0
1500026,1,PackageImage_rank4,0,1658,0,2023-02-07 23:59:59,1654,present-11500026,0
1500027,1,PackageImage_rank4,0,1659,0,2023-02-07 23:59:59,1654,present-11500027,0
1500028,1,PackageImage_rank4,0,1660,0,2023-02-07 23:59:59,1654,present-11500028,0
1500029,1,PackageImage_rank4,0,1661,0,2023-02-07 23:59:59,1654,present-11500029,0
1500030,1,PackageImage_rank5,0,1653,0,2023-02-07 23:59:59,1655,present-11500030,0
1500031,1,PackageImage_rank5,0,1662,0,2023-02-07 23:59:59,1655,present-11500031,0
1500032,1,PackageImage_rank5,0,1663,0,2023-02-07 23:59:59,1655,present-11500032,0
1500033,1,PackageImage_rank5,0,1664,0,2023-02-07 23:59:59,1655,present-11500033,0
1500034,1,PackageImage_rank5,0,1665,0,2023-02-07 23:59:59,1655,present-11500034,0
1500035,1,PackageImage_rank5,0,1666,0,2023-02-07 23:59:59,1655,present-11500035,0
1500036,1,PackageImage_rank5,0,1667,0,2023-02-07 23:59:59,1655,present-11500036,0
1500037,1,,0,140001,0,2023-04-30 23:59:59,140016,present-11500037,0
1500038,1,,0,140002,0,2023-04-30 23:59:59,140016,present-11500038,0
1500039,2,,0,0,1032,2023-04-30 23:59:59,140016,present-11500039,0
1500040,2,,0,0,945,2023-04-30 23:59:59,140016,present-11500040,0
1500041,1,,0,140001,0,2023-06-04 23:59:59,140016,present-11500041,0
1500042,1,,0,140003,0,2023-06-04 23:59:59,140016,present-11500042,0
1500043,2,,0,0,1042,2023-06-04 23:59:59,140016,present-11500043,0
1500044,2,,0,0,945,2023-06-04 23:59:59,140016,present-11500044,0
1500045,2,PackageImage_3,0,0,1055,2023-03-19 23:59:59,7405,present-11500045,0
1500046,2,PackageImage_5,0,0,1056,2023-03-19 23:59:59,7406,present-11500046,0
1500047,2,PackageImage_8,0,0,1057,2023-03-19 23:59:59,7407,present-11500047,0
1500048,1,,0,140001,0,2023-07-09 00:00:00,140016,present-11500048,0
1500049,1,,0,140004,0,2023-07-09 00:00:00,140016,present-11500049,0
1500050,2,,0,0,1110,2023-07-09 00:00:00,140016,present-11500050,0
1500051,2,,0,0,945,2023-07-09 00:00:00,140016,present-11500051,0
1500052,1,,0,140001,0,2023-08-13 23:59:59,140016,present-11500052,0
1500053,1,,0,140002,0,2023-08-13 23:59:59,140016,present-11500053,0
1500054,2,,0,0,1120,2023-08-13 23:59:59,140016,present-11500054,0
1500055,2,,0,0,945,2023-08-13 23:59:59,140016,present-11500055,0
1500056,1,,0,140001,0,2023-09-17 00:00:00,140016,present-11500056,0
1500057,1,,0,140003,0,2023-09-17 00:00:00,140016,present-11500057,0
1500058,2,,0,0,1183,2023-09-17 00:00:00,140016,present-11500058,0
1500059,1,,0,30058,0,,0,present-11500059,0
1500060,1,,0,150074,0,2024-02-11 23:59:59,140073,present-11500060,0
1500061,1,,0,150075,0,2024-02-11 23:59:59,140074,present-11500061,0
1500062,1,,0,150076,0,2024-02-11 23:59:59,140075,present-11500062,0
1500063,1,,0,1952,0,2024-03-26 23:59:59,140076,present-11500063,0
1500064,2,,0,0,945,2023-09-17 00:00:00,140016,present-11500064,0
1500065,2,PackageImage_anniversary_1,0,0,20105,2023-09-26 23:59:59,330336,present-11500065,0
1500066,2,PackageImage_anniversary_2,0,0,20106,2023-09-26 23:59:59,330336,present-11500066,0
1500067,2,PackageImage_anniversary_3,0,0,20107,2023-09-26 23:59:59,330336,present-11500067,0
1500068,2,PackageImage_anniversary_4,0,0,20108,2023-09-26 23:59:59,330336,present-11500068,0
1500071,1,,0,150077,0,2024-03-24 00:00:00,140073,present-11500071,0
1500072,1,,0,150078,0,2024-03-24 00:00:00,140074,present-11500072,0
1500073,1,,0,150079,0,2024-03-24 00:00:00,140075,present-11500073,0
1500074,1,,0,140001,0,2023-10-22 23:59:59,140016,present-11500074,0
1500075,1,,0,140004,0,2023-10-22 23:59:59,140016,present-11500075,0
1500076,2,,0,0,1212,2023-10-22 23:59:59,140016,present-11500076,0
1500077,2,,0,0,945,2023-10-22 23:59:59,140016,present-11500077,0
1500078,1,,0,150080,0,2024-04-21 23:59:59,140073,present-11500078,0
1500079,1,,0,150081,0,2024-04-21 23:59:59,140074,present-11500079,0
1500080,1,,0,150082,0,2024-04-21 23:59:59,140075,present-11500080,0
1500081,1,,0,140001,0,2023-11-26 23:59:59,140016,present-11500081,0
1500082,1,,0,140002,0,2023-11-26 23:59:59,140016,present-11500082,0
1500083,2,,0,0,1263,2023-11-26 23:59:59,140016,present-11500083,0
1500084,2,,0,0,945,2023-11-26 23:59:59,140016,present-11500084,0
1500085,1,,0,150083,0,2024-05-12 23:59:59,140073,present-11500085,0
1500086,1,,0,150084,0,2024-05-12 23:59:59,140074,present-11500086,0
1500087,1,,0,150085,0,2024-05-12 23:59:59,140075,present-11500087,0
1500088,1,,0,150086,0,2024-06-30 23:59:59,140073,present-11500088,0
1500089,1,,0,150087,0,2024-06-30 23:59:59,140074,present-11500089,0
1500090,1,,0,150088,0,2024-06-30 23:59:59,140075,present-11500090,0
1500091,1,,0,140001,0,2023-12-31 23:59:59,140016,present-11500091,0
1500092,1,,0,140003,0,2023-12-31 23:59:59,140016,present-11500092,0
1500093,2,,0,0,2044,2023-12-31 23:59:59,140016,present-11500093,0
1500094,2,,0,0,945,2023-12-31 23:59:59,140016,present-11500094,0
1500095,1,,0,140001,0,2024-02-04 23:59:59,140016,present-11500095,0
1500096,1,,0,140004,0,2024-02-04 23:59:59,140016,present-11500096,0
1500097,2,,0,0,2063,2024-02-04 23:59:59,140016,present-11500097,0
1500098,2,,0,0,945,2024-02-04 23:59:59,140016,present-11500098,0
1500099,1,,0,140001,0,2024-03-10 23:59:59,140016,present-11500099,0
1500100,1,,0,140002,0,2024-03-10 23:59:59,140016,present-11500100,0
1500101,2,,0,0,2134,2024-03-10 23:59:59,140016,present-11500101,0
1500102,2,,0,0,945,2024-03-10 23:59:59,140016,present-11500102,0
1500103,1,,0,140001,0,2024-04-14 23:59:59,140016,present-11500103,0
1500104,1,,0,140003,0,2024-04-14 23:59:59,140016,present-11500104,0
1500105,2,,0,0,2168,2024-04-14 23:59:59,140016,present-11500105,0
1500106,2,,0,0,945,2024-04-14 23:59:59,140016,present-11500106,0
1500109,1,,0,140001,0,2024-05-19 23:59:59,140016,present-11500109,0
1500110,1,,0,140004,0,2024-05-19 23:59:59,140016,present-11500110,0
1500111,2,,0,0,2187,2024-05-19 23:59:59,140016,present-11500111,0
1500112,2,,0,0,945,2024-05-19 23:59:59,140016,present-11500112,0
1500113,1,,0,140001,0,2024-06-23 23:59:59,140016,present-11500113,0
1500114,1,,0,140002,0,2024-06-23 23:59:59,140016,present-11500114,0
1500115,2,,0,0,2242,2024-06-23 23:59:59,140016,present-11500115,0
1500116,2,,0,0,945,2024-06-23 23:59:59,140016,present-11500116,0
1500120,1,,0,140001,0,2024-07-28 23:59:59,140016,present-11500120,0
1500121,1,,0,140003,0,2024-07-28 23:59:59,140016,present-11500121,0
1500122,2,,0,0,2285,2024-07-28 23:59:59,140016,present-11500122,0
1500123,2,,0,0,945,2024-07-28 23:59:59,140016,present-11500123,0
